id,tank,pco2,temp,spp,rz,gen,sur_area,time,Growthmg.cm2.day
SNPZ27,2800_31_3,2800,31,P,N,Z,13.96124484,T0_T60,1.599313883
SNPZ28,2800_31_3,2800,31,P,N,Z,12.35184962,T0_T60,NA
SNPZ29,2800_28_3,2800,28,P,N,Z,11.88036067,T0_T60,NA
SNPZ3,280_31_3,280,31,P,N,Z,11.66846802,T0_T60,NA
SNPZ30,2800_28_3,2800,28,P,N,Z,13.88002915,T0_T60,1.182556935
SNPZ31,2800_28_3,2800,28,P,N,Z,12.26261114,T0_T60,NA
SNPZ32,2800_28_3,2800,28,P,N,Z,7.526001877,T0_T60,1.11723411
SNPZ38,400_28_3,400,28,P,N,Z,12.53178473,T0_T60,NA
SNPZ39,280_31_2,280,31,P,N,Z,8.038008336,T0_T60,NA
SNPZ4,280_31_3,280,31,P,N,Z,11.11281294,T0_T60,2.217733759
SNPZ43,400_28_3,400,28,P,N,Z,7.014957498,T0_T60,-3.193345157
SNPZ46,400_28_3,400,28,P,N,Z,8.95149212,T0_T60,-1.261021856
SNPZ5,280_28_3,280,28,P,N,Z,11.03506207,T0_T60,NA
SNPZ6,280_28_3,280,28,P,N,Z,13.05146428,T0_T60,NA
SNPZ7,280_28_3,280,28,P,N,Z,13.29803709,T0_T60,2.251667687
SNPZ8,280_28_3,280,28,P,N,Z,12.25394487,T0_T60,1.303857329
SNPZ9,400_31_3,400,31,P,N,Z,9.704998581,T0_T60,NA
SFPZ1,280_31_3,280,31,S,F,Z,10.31688122,T90,NA
SFPZ10,400_31_3,400,31,S,F,Z,9.504307204,T90,NA
SFPZ11,400_31_3,400,31,S,F,Z,8.290116213,T90,0.885236044
SFPZ12,400_31_3,400,31,S,F,Z,8.884985239,T90,NA
SFPZ13,400_28_3,400,28,S,F,Z,13.92064158,T90,1.872399332
SFPZ17,700_31_3,700,31,S,F,Z,12.32800557,T90,NA
SFPZ18,700_31_3,700,31,S,F,Z,11.15325309,T90,NA
SFPZ19,700_31_3,700,31,S,F,Z,9.87456947,T90,NA
SFPZ20,700_31_3,700,31,S,F,Z,9.774347119,T90,-0.341369774
SFPZ21,700_28_3,700,28,S,F,Z,9.663482864,T90,NA
SFPZ22,700_28_3,700,28,S,F,Z,NA,T90,NA
SFPZ23,700_28_3,700,28,S,F,Z,11.3218507,T90,NA
SFPZ24,700_28_3,700,28,S,F,Z,9.683910216,T90,1.188053146
SFPZ25,280_31_3,280,31,S,F,Z,11.93075555,T90,1.181008405
SFPZ26,400_28_3,400,28,S,F,Z,NA,T90,NA
SFPZ27,2800_31_3,2800,31,S,F,Z,9.403208735,T90,NA
SFPZ28,2800_31_3,2800,31,S,F,Z,11.99463361,T90,NA
SFPZ3,280_31_3,280,31,S,F,Z,10.44644889,T90,NA
SFPZ31,2800_28_3,2800,28,S,F,Z,8.609650371,T90,NA
SFPZ32,2800_28_3,2800,28,S,F,Z,10.92071846,T90,NA
SFPZ35,400_31_3,400,31,S,F,Z,11.16895083,T90,NA
SFPZ37,2800_31_3,2800,31,S,F,Z,11.76011829,T90,0.716687802
SFPZ39,2800_31_3,2800,31,S,F,Z,11.06321455,T90,NA
SFPZ4,280_31_3,280,31,S,F,Z,NA,T90,NA
SFPZ40,280_31_3,280,31,S,F,Z,NA,T90,NA
SFPZ41,2800_28_3,2800,28,S,F,Z,NA,T90,NA
SFPZ42,280_28_3,280,28,S,F,Z,12.1252899,T90,NA
SFPZ43,2800_28_3,2800,28,S,F,Z,12.15526296,T90,-0.074864691
SFPZ46,400_28_3,400,28,S,F,Z,7.538313942,T90,NA
SFPZ48,400_28_3,400,28,S,F,Z,8.647031049,T90,NA
SFPZ49,2800_28_3,2800,28,S,F,Z,8.64254529,T90,NA
SFPZ5,280_28_3,280,28,S,F,Z,8.411733525,T90,NA
SFPZ6,280_28_3,280,28,S,F,Z,NA,T90,NA
SFPZ7,280_28_3,280,28,S,F,Z,10.70171051,T90,1.396972941
SFPZ8,280_28_3,280,28,S,F,Z,10.61037194,T90,NA
SFSX1,280_31_1,280,31,S,F,X,11.02470952,T90,NA
SFSX10,400_31_1,400,31,S,F,X,13.31122949,T90,1.466503733
SFSX11,400_31_1,400,31,S,F,X,11.66394351,T90,NA
SFSX12,400_31_1,400,31,S,F,X,8.967255238,T90,NA
SFSX17,700_31_1,700,31,S,F,X,9.422301038,T90,NA
SFSX18,700_31_1,700,31,S,F,X,10.42743389,T90,NA
SFSX19,700_31_1,700,31,S,F,X,10.3143505,T90,1.36331092
SFSX2,280_31_1,280,31,S,F,X,10.38238125,T90,NA
SFSX20,700_31_1,700,31,S,F,X,10.86728915,T90,NA
SFSX21,700_28_1,700,28,S,F,X,9.990745941,T90,NA
SFSX22,700_28_1,700,28,S,F,X,12.54470451,T90,1.253915546
SFSX23,700_28_1,700,28,S,F,X,9.02878928,T90,NA
SFSX24,700_28_1,700,28,S,F,X,9.108383861,T90,NA
SFSX25,2800_31_1,2800,31,S,F,X,9.990660988,T90,NA
SFSX26,2800_31_1,2800,31,S,F,X,10.95054852,T90,0.381868238
SFSX27,2800_31_1,2800,31,S,F,X,11.78878484,T90,NA
SFSX28,2800_31_1,2800,31,S,F,X,9.403120581,T90,NA
SFSX29,2800_28_1,2800,28,S,F,X,9.614402511,T90,NA
SFSX3,280_31_1,280,31,S,F,X,10.26791626,T90,0.882171639
SFSX30,2800_28_1,2800,28,S,F,X,9.437117689,T90,NA
SFSX31,2800_28_1,2800,28,S,F,X,10.65095416,T90,0.893034232
SFSX32,2800_28_1,2800,28,S,F,X,11.25583127,T90,NA
SFSX37,400_28_1,400,28,S,F,X,12.80567261,T90,NA
SFSX39,400_28_1,400,28,S,F,X,10.06501398,T90,1.659709568
SFSX4,280_31_1,280,31,S,F,X,11.74422474,T90,NA
SFSX40,400_28_1,400,28,S,F,X,9.308985558,T90,NA
SFSX5,280_28_1,280,28,S,F,X,11.01166721,T90,NA
SFSX6,280_28_1,280,28,S,F,X,13.0493365,T90,NA
SFSX7,280_28_1,280,28,S,F,X,NA,T90,NA
SFSX8,280_28_1,280,28,S,F,X,11.02098015,T90,1.474460509
SFSX9,400_31_1,400,31,S,F,X,13.79665482,T90,NA
SFSY1,280_31_2,280,31,S,F,Y,10.788036,T90,NA
SFSY10,400_31_2,400,31,S,F,Y,11.44645912,T90,2.189013332
SFSY11,400_31_2,400,31,S,F,Y,10.61349035,T90,NA
SFSY12,400_31_2,400,31,S,F,Y,10.21421936,T90,NA
SFSY17,700_31_2,700,31,S,F,Y,9.172896227,T90,NA
SFSY18,700_31_2,700,31,S,F,Y,10.12965156,T90,1.003160534
SFSY19,700_31_2,700,31,S,F,Y,7.727034385,T90,NA
SFSY2,280_31_2,280,31,S,F,Y,11.04069463,T90,NA
SFSY20,700_31_2,700,31,S,F,Y,11.08881017,T90,NA
SFSY21,700_28_2,700,28,S,F,Y,9.249863135,T90,NA
SFSY22,700_28_2,700,28,S,F,Y,10.54056056,T90,NA
SFSY23,700_28_2,700,28,S,F,Y,10.54019584,T90,NA
SFSY24,700_28_2,700,28,S,F,Y,11.40582037,T90,0.96310477
SFSY25,2800_31_2,2800,31,S,F,Y,11.09795986,T90,NA
SFSY26,2800_31_2,2800,31,S,F,Y,NA,T90,NA
SFSY27,2800_31_2,2800,31,S,F,Y,10.8970979,T90,NA
SFSY28,2800_31_2,2800,31,S,F,Y,9.804100241,T90,0.448621824
SFSY29,2800_28_2,2800,28,S,F,Y,11.20523125,T90,NA
SFSY3,280_31_2,280,31,S,F,Y,NA,T90,NA
SFSY30,2800_28_2,2800,28,S,F,Y,9.69539863,T90,NA
SFSY32,2800_28_2,2800,28,S,F,Y,12.93495005,T90,0.370185684
SFSY35,280_31_2,280,31,S,F,Y,6.815652027,T90,NA
SFSY39,400_28_2,400,28,S,F,Y,12.2251075,T90,2.233109198
SFSY4,280_31_2,280,31,S,F,Y,7.241816945,T90,1.881990716
SFSY46,400_28_2,400,28,S,F,Y,7.830324629,T90,NA
SFSY5,280_28_2,280,28,S,F,Y,9.785979148,T90,NA
SFSY54,2800_28_2,2800,28,S,F,Y,5.725161887,T90,NA
SFSY6,280_28_2,280,28,S,F,Y,11.44768815,T90,NA
SFSY61,400_28_2,400,28,S,F,Y,12.56532312,T90,NA
SFSY7,280_28_2,280,28,S,F,Y,NA,T90,NA
SFSY8,280_28_2,280,28,S,F,Y,12.79958159,T90,1.552974151
SFSY9,400_31_2,400,31,S,F,Y,12.22443425,T90,NA
SNSX1,280_31_1,280,31,S,N,X,8.974755724,T90,NA
SNSX10,400_31_1,400,31,S,N,X,11.30734868,T90,NA
SNSX11,400_31_1,400,31,S,N,X,10.74735655,T90,NA
SNSX12,400_31_1,400,31,S,N,X,8.221233968,T90,0.941111371
SNSX17,700_31_1,700,31,S,N,X,9.796245036,T90,NA
SNSX18,700_31_1,700,31,S,N,X,11.49313411,T90,NA
SNSX19,700_31_1,700,31,S,N,X,13.07542816,T90,1.774702879
SNSX2,280_31_1,280,31,S,N,X,6.087734992,T90,0.368535817
SNSX20,700_31_1,700,31,S,N,X,10.36689316,T90,NA
SNSX21,700_28_1,700,28,S,N,X,9.497533826,T90,NA
SNSX22,700_28_1,700,28,S,N,X,11.30657827,T90,2.194150409
SNSX23,700_28_1,700,28,S,N,X,10.53825664,T90,NA
SNSX24,700_28_1,700,28,S,N,X,8.877983162,T90,NA
SNSX25,2800_31_1,2800,31,S,N,X,11.20202769,T90,NA
SNSX26,2800_31_1,2800,31,S,N,X,12.19297825,T90,NA
SNSX27,2800_31_1,2800,31,S,N,X,9.759642072,T90,NA
SNSX28,2800_31_1,2800,31,S,N,X,10.96984002,T90,0.138257866
SNSX29,2800_28_1,2800,28,S,N,X,10.87708244,T90,NA
SNSX3,280_31_1,280,31,S,N,X,10.41164323,T90,NA
SNSX30,2800_28_1,2800,28,S,N,X,9.014287087,T90,0.447068078
SNSX31,2800_28_1,2800,28,S,N,X,9.183660091,T90,NA
SNSX32,2800_28_1,2800,28,S,N,X,8.658544355,T90,NA
SNSX37,400_28_1,400,28,S,N,X,10.6928288,T90,NA
SNSX38,400_28_1,400,28,S,N,X,12.6879686,T90,1.150959133
SNSX4,280_31_1,280,31,S,N,X,9.533569619,T90,NA
SNSX40,400_28_1,400,28,S,N,X,9.663371319,T90,NA
SNSX5,280_28_1,280,28,S,N,X,9.796247799,T90,NA
SNSX6,280_28_1,280,28,S,N,X,9.704965771,T90,NA
SNSX7,280_28_1,280,28,S,N,X,10.43450467,T90,NA
SNSX8,280_28_1,280,28,S,N,X,14.28425791,T90,1.84660761
SNSX9,400_31_1,400,31,S,N,X,9.786817778,T90,NA
SNSY1,400_31_2,400,31,S,N,Y,7.942647586,T90,NA
SNSY10,400_31_2,400,31,S,N,Y,NA,T90,NA
SNSY11,400_31_2,400,31,S,N,Y,12.48091936,T90,0.871911576
SNSY12,400_31_2,400,31,S,N,Y,NA,T90,NA
SNSY14,400_28_2,400,28,S,N,Y,10.84090902,T90,1.429000708
SNSY15,400_28_2,400,28,S,N,Y,9.546994076,T90,NA
SNSY17,700_31_2,700,31,S,N,Y,7.863813799,T90,NA
SNSY18,700_31_2,700,31,S,N,Y,11.9885606,T90,NA
SNSY19,700_31_2,700,31,S,N,Y,9.626517285,T90,NA
SNSY2,280_31_2,280,31,S,N,Y,9.241743899,T90,NA
SNSY20,700_31_2,700,31,S,N,Y,12.4652719,T90,1.437460288
SNSY21,700_28_2,700,28,S,N,Y,9.283649778,T90,NA
SNSY22,700_28_2,700,28,S,N,Y,11.56329815,T90,1.909345677
SNSY23,700_28_2,700,28,S,N,Y,8.162592949,T90,NA
SNSY24,700_28_2,700,28,S,N,Y,8.208142791,T90,NA
SNSY25,2800_31_2,2800,31,S,N,Y,7.993453783,T90,NA
SNSY26,2800_31_2,2800,31,S,N,Y,11.99892998,T90,NA
SNSY27,400_31_2,400,31,S,N,Y,9.945446009,T90,NA
SNSY28,2800_31_2,2800,31,S,N,Y,10.30486231,T90,NA
SNSY29,2800_28_2,2800,28,S,N,Y,8.777965091,T90,NA
SNSY3,280_31_2,280,31,S,N,Y,3.411558218,T90,-0.307304472
SNSY30,2800_28_2,2800,28,S,N,Y,9.875591052,T90,NA
SNSY31,2800_28_2,2800,28,S,N,Y,7.565367773,T90,NA
SNSY32,2800_28_2,2800,28,S,N,Y,10.96454588,T90,1.839717476
SNSY33,280_31_2,280,31,S,N,Y,10.56426815,T90,NA
SNSY37,400_31_2,400,31,S,N,Y,10.41032745,T90,NA
SNSY39,400_28_2,400,28,S,N,Y,9.466261909,T90,NA
SNSY4,280_31_2,280,31,S,N,Y,12.54516341,T90,NA
SNSY40,2800_31_2,2800,31,S,N,Y,9.601171904,T90,-0.029336697
SNSY5,280_28_2,280,28,S,N,Y,9.111943316,T90,NA
SNSY6,280_28_2,280,28,S,N,Y,10.12201374,T90,1.041964027
SNSY7,280_28_2,280,28,S,N,Y,9.139421396,T90,NA
SNSY8,280_28_2,280,28,S,N,Y,12.13337321,T90,NA
SNSZ1,280_31_3,280,31,S,N,Z,11.78022861,T90,NA
SNSZ10,400_31_3,400,31,S,N,Z,8.556919031,T90,0.352855371
SNSZ12,400_31_3,400,31,S,N,Z,8.749063764,T90,NA
SNSZ17,700_31_3,700,31,S,N,Z,10.64733482,T90,NA
SNSZ18,700_31_3,700,31,S,N,Z,10.67923374,T90,1.830031424
SNSZ19,700_31_3,700,31,S,N,Z,12.20996494,T90,NA
SNSZ2,280_31_3,280,31,S,N,Z,11.70842558,T90,1.840968161
SNSZ20,700_31_3,700,31,S,N,Z,9.460195162,T90,NA
SNSZ21,700_28_3,700,28,S,N,Z,12.21045083,T90,NA
SNSZ22,700_28_3,700,28,S,N,Z,10.43545048,T90,0.901095104
SNSZ23,700_28_3,700,28,S,N,Z,8.175738208,T90,NA
SNSZ24,700_28_3,700,28,S,N,Z,12.2367271,T90,NA
SNSZ25,2800_31_3,2800,31,S,N,Z,10.73332214,T90,NA
SNSZ26,2800_31_3,2800,31,S,N,Z,10.49814494,T90,NA
SNSZ27,400_28_3,400,28,S,N,Z,11.85687954,T90,NA
SNSZ29,2800_28_3,2800,28,S,N,Z,10.46975626,T90,NA
SNSZ3,280_31_3,280,31,S,N,Z,11.42837091,T90,NA
SNSZ32,2800_28_3,2800,28,S,N,Z,9.714428164,T90,0.655725679
SNSZ34,400_31_3,400,31,S,N,Z,10.44177331,T90,NA
SNSZ4,280_31_3,280,31,S,N,Z,11.42826148,T90,NA
SNSZ41,2800_31_3,2800,31,S,N,Z,8.738457538,T90,0.391754874
SNSZ42,2800_31_3,2800,31,S,N,Z,8.058395622,T90,NA
SNSZ47,400_28_3,400,28,S,N,Z,9.951308036,T90,NA
SNSZ48,2800_28_3,2800,28,S,N,Z,7.567535755,T90,NA
SNSZ5,280_28_3,280,28,S,N,Z,13.01024274,T90,NA
SNSZ50,400_28_3,400,28,S,N,Z,8.243693459,T90,0.323277426
SNSZ52,2800_28_3,2800,28,S,N,Z,6.654735978,T90,NA
SNSZ6,280_28_3,280,28,S,N,Z,11.03913725,T90,NA
SNSZ7,280_28_3,280,28,S,N,Z,11.89111781,T90,NA
SNSZ8,280_28_3,280,28,S,N,Z,12.15458747,T90,1.307617262
SNSZ9,400_31_3,400,31,S,N,Z,10.83481761,T90,NA
SFPX1,280_31_1,280,31,P,F,X,12.40013897,T90,NA
SFPX10,400_31_1,400,31,P,F,X,8.068759223,T90,NA
SFPX11,400_31_1,400,31,P,F,X,9.548318444,T90,NA
SFPX12,400_31_1,400,31,P,F,X,10.57862473,T90,-0.954328576
SFPX17,700_31_1,700,31,P,F,X,9.994337683,T90,NA
SFPX18,700_31_1,700,31,P,F,X,11.28594569,T90,-0.049747222
SFPX19,700_31_1,700,31,P,F,X,12.50584599,T90,NA
SFPX2,400_28_1,400,28,P,F,X,13.02590689,T90,NA
SFPX20,700_31_1,700,31,P,F,X,10.82516588,T90,NA
SFPX21,700_28_1,700,28,P,F,X,13.57705957,T90,NA
SFPX22,700_28_1,700,28,P,F,X,10.92101195,T90,NA
SFPX24,700_28_1,700,28,P,F,X,14.80244858,T90,0.647242767
SFPX25,2800_31_1,2800,31,P,F,X,10.27355817,T90,NA
SFPX26,2800_31_1,2800,31,P,F,X,12.97746062,T90,NA
SFPX27,2800_31_1,2800,31,P,F,X,10.97178607,T90,-0.028061875
SFPX28,2800_31_1,2800,31,P,F,X,14.58624518,T90,NA
SFPX3,400_28_1,400,28,P,F,X,13.03102447,T90,NA
SFPX30,2800_28_1,2800,28,P,F,X,14.00692239,T90,NA
SFPX32,2800_28_1,2800,28,P,F,X,13.39946969,T90,NA
SFPX33,700_28_1,700,28,P,F,X,10.48439663,T90,NA
SFPX37,280_28_1,280,28,P,F,X,13.72456363,T90,NA
SFPX4,400_28_1,400,28,P,F,X,13.43504994,T90,0.002696099
SFPX6,280_28_1,280,28,P,F,X,15.22822569,T90,NA
SFPX7,280_28_1,280,28,P,F,X,15.65321425,T90,1.183521396
SFPX9,400_31_1,400,31,P,F,X,13.09683164,T90,NA
SFSZ1,280_31_3,280,31,P,F,Z,10.07680878,T90,NA
SFSZ10,400_31_3,400,31,P,F,Z,12.87095844,T90,-0.343158143
SFSZ11,400_31_3,400,31,P,F,Z,10.23726761,T90,NA
SFSZ12,400_31_3,400,31,P,F,Z,12.94810252,T90,NA
SFSZ17,700_31_3,700,31,P,F,Z,11.00500208,T90,NA
SFSZ18,700_31_3,700,31,P,F,Z,9.60228373,T90,NA
SFSZ19,700_31_3,700,31,P,F,Z,10.66146804,T90,-0.631932986
SFSZ2,280_31_3,280,31,P,F,Z,10.46528651,T90,0.205995932
SFSZ20,700_31_3,700,31,P,F,Z,12.21236255,T90,NA
SFSZ21,700_28_3,700,28,P,F,Z,11.56374845,T90,NA
SFSZ22,700_28_3,700,28,P,F,Z,12.56615398,T90,NA
SFSZ23,700_28_3,700,28,P,F,Z,12.92202173,T90,NA
SFSZ24,700_28_3,700,28,P,F,Z,11.4001967,T90,1.307472567
SFSZ25,2800_31_3,2800,31,P,F,Z,11.39915836,T90,NA
SFSZ26,2800_31_3,2800,31,P,F,Z,9.600764957,T90,NA
SFSZ27,2800_31_3,2800,31,P,F,Z,9.6890376,T90,-0.93648792
SFSZ28,2800_31_3,2800,31,P,F,Z,9.833257295,T90,NA
SFSZ29,2800_28_3,2800,28,P,F,Z,10.30552015,T90,NA
SFSZ3,280_31_3,280,31,P,F,Z,10.22583166,T90,NA
SFSZ30,2800_28_3,2800,28,P,F,Z,11.22522947,T90,NA
SFSZ31,2800_28_3,2800,28,P,F,Z,15.04720886,T90,0.841329896
SFSZ35,400_31_2,400,31,P,F,Z,9.283436045,T90,NA
SFSZ36,280_31_2,280,31,P,F,Z,9.901283355,T90,NA
SFSZ38,280_28_2,280,28,P,F,Z,15.06133794,T90,NA
SFSZ4,280_31_3,280,31,P,F,Z,12.03123452,T90,NA
SFSZ40,400_28_3,400,28,P,F,Z,7.866291586,T90,NA
SFSZ41,400_28_3,400,28,P,F,Z,3.913694091,T90,-0.708026722
SFSZ42,2800_28_3,2800,28,P,F,Z,10.57812779,T90,NA
SFSZ44,400_28_3,400,28,P,F,Z,6.903062936,T90,NA
SFSZ5,280_28_3,280,28,P,F,Z,10.47280755,T90,NA
SFSZ6,280_28_3,280,28,P,F,Z,12.37782516,T90,NA
SFSZ7,280_28_3,280,28,P,F,Z,10.90717035,T90,NA
SFSZ8,280_28_3,280,28,P,F,Z,13.15212131,T90,2.410723585
SFSZ9,400_31_3,400,31,P,F,Z,10.42930981,T90,NA
SNPX1,280_31_1,280,31,P,N,X,13.08025711,T90,NA
SNPX10,400_31_1,400,31,P,N,X,16.40948851,T90,-0.16021415
SNPX11,400_31_1,400,31,P,N,X,14.80488021,T90,NA
SNPX12,400_31_1,400,31,P,N,X,12.26878428,T90,NA
SNPX17,700_31_1,700,31,P,N,X,11.40505437,T90,NA
SNPX18,700_31_1,700,31,P,N,X,12.56212829,T90,NA
SNPX19,700_31_1,700,31,P,N,X,12.41147183,T90,0.643517555
SNPX20,700_31_1,700,31,P,N,X,12.76901002,T90,NA
SNPX21,700_28_1,700,28,P,N,X,12.58013856,T90,NA
SNPX22,700_28_1,700,28,P,N,X,12.6447569,T90,NA
SNPX23,700_28_1,700,28,P,N,X,17.57592461,T90,1.549796765
SNPX24,700_28_1,700,28,P,N,X,13.37553633,T90,NA
SNPX25,2800_31_1,2800,31,P,N,X,16.40760434,T90,NA
SNPX26,2800_31_1,2800,31,P,N,X,15.40220449,T90,0.418612515
SNPX27,2800_31_1,2800,31,P,N,X,14.50425981,T90,NA
SNPX28,2800_31_1,2800,31,P,N,X,16.61673469,T90,NA
SNPX29,2800_28_1,2800,28,P,N,X,10.01577725,T90,NA
SNPX3,400_28_1,400,28,P,N,X,14.04665061,T90,1.503387259
SNPX30,2800_28_1,2800,28,P,N,X,13.53786018,T90,NA
SNPX32,2800_28_1,2800,28,P,N,X,15.92628486,T90,NA
SNPX33,400_28_1,400,28,P,N,X,NA,T90,NA
SNPX39,2800_28_1,2800,28,P,N,X,18.3487104,T90,0.882423504
SNPX4,400_28_1,400,28,P,N,X,7.687149005,T90,NA
SNPX5,280_28_1,280,28,P,N,X,11.3159025,T90,NA
SNPX6,280_28_1,280,28,P,N,X,17.4259709,T90,1.915025739
SNPX7,280_28_1,280,28,P,N,X,9.799311521,T90,NA
SNPX8,280_28_1,280,28,P,N,X,12.72582763,T90,NA
SNPX9,400_31_1,400,31,P,N,X,14.97505892,T90,NA
SNPY1,280_31_2,280,31,P,N,Y,10.39757971,T90,NA
SNPY10,400_31_2,400,31,P,N,Y,10.64985278,T90,NA
SNPY11,400_31_2,400,31,P,N,Y,9.027207326,T90,NA
SNPY12,400_31_2,400,31,P,N,Y,11.780026,T90,1.420894321
SNPY17,700_31_2,700,31,P,N,Y,8.902318474,T90,NA
SNPY18,700_31_2,700,31,P,N,Y,13.13927043,T90,NA
SNPY19,700_31_2,700,31,P,N,Y,10.45816983,T90,NA
SNPY2,280_31_2,280,31,P,N,Y,13.17315985,T90,NA
SNPY20,700_31_2,700,31,P,N,Y,13.75478815,T90,1.383865572
SNPY21,700_28_2,700,28,P,N,Y,8.718148695,T90,NA
SNPY22,700_28_2,700,28,P,N,Y,11.03303227,T90,NA
SNPY23,700_28_2,700,28,P,N,Y,9.760858005,T90,NA
SNPY24,700_28_2,700,28,P,N,Y,13.22241916,T90,1.824477027
SNPY26,2800_31_2,2800,31,P,N,Y,12.51716679,T90,0.659787219
SNPY27,2800_31_2,2800,31,P,N,Y,9.284636684,T90,NA
SNPY28,2800_31_2,2800,31,P,N,Y,8.920762525,T90,NA
SNPY29,2800_28_2,2800,28,P,N,Y,7.34542328,T90,NA
SNPY3,400_28_2,400,28,P,N,Y,8.734106021,T90,NA
SNPY30,2800_28_2,2800,28,P,N,Y,9.08220684,T90,NA
SNPY31,2800_28_2,2800,28,P,N,Y,12.03055591,T90,1.43617636
SNPY32,2800_28_2,2800,28,P,N,Y,12.48080368,T90,NA
SNPY33,2800_31_2,2800,31,P,N,Y,8.244180101,T90,NA
SNPY34,400_28_2,400,28,P,N,Y,NA,T90,NA
SNPY35,400_28_2,400,28,P,N,Y,NA,T90,NA
SNPY4,280_31_2,280,31,P,N,Y,12.91308077,T90,1.771272174
SNPY5,280_28_2,280,28,P,N,Y,11.10802762,T90,NA
SNPY6,280_28_2,280,28,P,N,Y,13.88219069,T90,2.459436436
SNPY7,280_28_2,280,28,P,N,Y,11.6450151,T90,NA
SNPY8,280_28_2,280,28,P,N,Y,9.324060272,T90,NA
SNPY9,400_31_2,400,31,P,N,Y,10.186245,T90,NA
SNPZ1,280_31_3,280,31,P,N,Z,11.63327755,T90,NA
SNPZ10,400_31_3,400,31,P,N,Z,11.31066431,T90,-0.378099732
SNPZ11,400_31_3,400,31,P,N,Z,10.08037922,T90,NA
SNPZ12,400_31_3,400,31,P,N,Z,12.3887918,T90,NA
SNPZ17,700_31_3,700,31,P,N,Z,11.67689975,T90,NA
SNPZ18,700_31_3,700,31,P,N,Z,12.54109767,T90,NA
SNPZ19,700_31_3,700,31,P,N,Z,11.96398536,T90,0.86740884
SNPZ2,280_31_3,280,31,P,N,Z,13.85732268,T90,2.152706795
SNPZ20,700_31_3,700,31,P,N,Z,10.98901588,T90,NA
SNPZ21,700_28_3,700,28,P,N,Z,11.09815471,T90,NA
SNPZ22,700_28_3,700,28,P,N,Z,13.26142853,T90,2.159169097
SNPZ23,700_28_3,700,28,P,N,Z,11.56793941,T90,NA
SNPZ24,700_28_3,700,28,P,N,Z,13.06726037,T90,NA
SNPZ25,2800_31_3,2800,31,P,N,Z,12.58377651,T90,NA
SNPZ26,2800_31_3,2800,31,P,N,Z,12.24102267,T90,NA
SNPZ27,2800_31_3,2800,31,P,N,Z,13.96124484,T90,-0.710888535
SNPZ28,2800_31_3,2800,31,P,N,Z,12.35184962,T90,NA
SNPZ29,2800_28_3,2800,28,P,N,Z,11.88036067,T90,NA
SNPZ3,280_31_3,280,31,P,N,Z,11.66846802,T90,NA
SNPZ30,2800_28_3,2800,28,P,N,Z,13.88002915,T90,1.088230183
SNPZ31,2800_28_3,2800,28,P,N,Z,12.26261114,T90,NA
SNPZ32,2800_28_3,2800,28,P,N,Z,7.526001877,T90,NA
SNPZ38,400_28_3,400,28,P,N,Z,12.53178473,T90,NA
SNPZ39,280_31_2,280,31,P,N,Z,8.038008336,T90,NA
SNPZ4,280_31_3,280,31,P,N,Z,11.11281294,T90,NA
SNPZ43,400_28_3,400,28,P,N,Z,7.014957498,T90,NA
SNPZ46,400_28_3,400,28,P,N,Z,8.95149212,T90,1.539693648
SNPZ5,280_28_3,280,28,P,N,Z,11.03506207,T90,NA
SNPZ6,280_28_3,280,28,P,N,Z,13.05146428,T90,NA
SNPZ7,280_28_3,280,28,P,N,Z,13.29803709,T90,2.522661908
SNPZ8,280_28_3,280,28,P,N,Z,12.25394487,T90,NA
SNPZ9,400_31_3,400,31,P,N,Z,9.704998581,T90,NA
